ID,nr,date,persTag,sex,fn_role
1394,1041,1404-12-09,pe__georg_lanholcz_StB_II_1041,m,gewiesen
1395,1041,1404-12-09,pe__stephan_lanholcz_StB_II_1041,m,gewiesen
1396,1041,1404-12-09,pe__anna_im_staynhaws_StB_II_1041,f,gewiesen
1397,1041,1404-12-09,pe__siegfried_im_staynhaws_StB_II_1038,m,gewiesen/other
1398,1041,1404-12-09,pe__elisabeth_schusterin_StB_II_1041,f,gewiesen
1399,1041,1404-12-09,pe__andreas_schuster_StB_II_1041,m,gewiesen/other
1400,1041,1404-12-09,pe__christine_ledrerin_StB_II_1041,f,gewiesen
1401,1041,1404-12-09,pe__martin_ledrer_StB_II_1041,m,gewiesen/other
1402,1043,1404-12-09,pe__katharina_strebmann_StB_II_1043,f,weisend
1403,1043,1404-12-09,pe__johann_strebmann_StB_II_1043,m,weisend/other
1404,1043,1404-12-09,pe__niklas_arrer_StB_II_1043,m,witness
1405,1043,1404-12-09,pe__andreas_hafner_StB_II_1043,m,witness
1406,1043,1404-12-09,pe__elisabeth_stayndlin_StB_II_1043,f,gewiesen
1407,1043,1404-12-09,pe__georg_stayndl_StB_II_1043,m,gewiesen/other
1408,1048,1404-12-16,pe__friedrich_schaffer_ii_StB_II_1048,m,weisend
1409,1048,1404-12-16,pe__niklas_fuchsl_StB_II_1048,m,witness
1410,1048,1404-12-16,pe__niklas_grogkinger_StB_II_1048,m,witness
1411,1048,1404-12-16,pe__friedrich_schaffer_i_StB_II_1048,m,gewiesen
1412,1048,1404-12-16,pe__ulrich_spies_StB_II_1048,m,gewiesen
1413,1052,1404-12-18,pe__stephan_lebendorfer_StB_II_1052,m,weisend
1414,1052,1404-12-18,pe__jakob_trebenstein_StB_II_1052,m,witness
1415,1052,1404-12-18,pe__wolfhard_von_der_newnstat_StB_II_1052,m,witness
1416,1052,1404-12-18,pe__dorothea_von_dannstat_StB_II_1052,f,gewiesen
1417,1052,1404-12-18,pe__konrad_von_dannstat_StB_II_1052,m,gewiesen/other
1418,1058,1404-12-23,pe__katharina_mautterin_StB_II_1058,f,weisend
1419,1058,1404-12-23,pe__niklas_mautter_StB_II_1058,m,weisend/other
1420,1058,1404-12-23,pe__leb_schopper_StB_II_1058,m,weisend
1421,1058,1404-12-23,pe__heinrich_schopper_StB_II_1058,m,weisend/other
1422,1058,1404-12-23,pe__markhard_chugler_StB_I_284,m,witness
1423,1058,1404-12-23,pe__leopold_von_alttunaw_StB_II_1058,m,witness
1424,1058,1404-12-23,pe__katharina_cholerinn_StB_II_1058,f,gewiesen
1425,1059,1404-12-29,pe__anna_guteysenin_StB_II_1059,f,weisend
1426,1059,1404-12-29,pe__ulrich_guteysen_StB_II_1059,m,weisend/other
1427,1059,1404-12-29,pe__johann_ziechner_StB_II_1059,m,witness
1428,1059,1404-12-29,pe__michael_pawrnfeint_StB_II_1059,m,witness
1429,1059,1404-12-29,pe__johann_pewer_StB_II_1059,m,witness
1430,1059,1404-12-29,pe__andreas_wenig_StB_II_887,m,gewiesen
1431,1063,1405-01-14,pe__konrad_von_hainueld_StB_II_1063,m,weisend/other
1432,1063,1405-01-14,pe__konrad_gruber_StB_II_817,m,witness
1433,1063,1405-01-14,pe__niklas_pawr_StB_II_995,m,witness
1434,1063,1405-01-14,pe__ulrich_winkchel_StB_II_1009,m,witness
1435,1063,1405-01-14,pe__konrad_pirprewer_StB_II_1063,m,gewiesen
1436,1063,1405-01-14,pe__dietrich_zymerman_StB_II_1063,m,gewiesen
1437,1070,1405-01-24,pe__margarethe_vindenstaynin_StB_II_1070,f,weisend
1438,1070,1405-01-24,pe__niklas_vindenstayn_StB_II_1070,m,weisend/other
1439,1070,1405-01-24,pe__jakob_gunser_StB_I_136,m,witness
1440,1070,1405-01-24,pe__ortolf_tischer_StB_II_1070,m,witness
1441,1070,1405-01-24,pe__kunigunde_pawrin_StB_II_1070,f,gewiesen
1442,1070,1405-01-24,pe__leopold_pawr_StB_II_1070,m,gewiesen/other
1443,1070,1405-01-24,pe__elisabeth_sneyderin_StB_II_1070,f,gewiesen
1444,1070,1405-01-24,pe__heinrich_sneyder_StB_II_1070,m,gewiesen/other
1445,1070,1405-01-24,pe__diemut_schranschreiberin_StB_II_1070,f,gewiesen
1446,1070,1405-01-24,pe__friedrich_schranschreiber_StB_II_1070,m,gewiesen/other
1447,1070,1405-01-24,pe__stephan_vindenstayn_StB_II_1070,m,gewiesen
1448,1070,1405-01-24,pe__johann_vindenstayn_StB_II_1070,m,gewiesen
1449,1070,1405-01-24,pe__simon_vindenstayn_StB_II_1070,m,gewiesen
1450,1070,1405-01-24,pe__bernhard_vindenstayn_StB_II_1070,m,gewiesen
1451,1070,1405-01-24,pe__theobald_vindenstayn_StB_II_1070,m,gewiesen
1452,1070,1405-01-24,pe__anna_vindenstaynin_StB_II_1070,f,gewiesen
1453,1072,1405-01-29,pe__agnes_grewtin_StB_II_1072,f,weisend
1454,1072,1405-01-29,pe__laurenz_grewt_StB_II_1072,m,weisend/other
1455,1072,1405-01-29,pe__dorothea_hochin_StB_II_1072,f,weisend
1456,1072,1405-01-29,pe__friedrich_hoch_StB_II_1072,m,weisend/other
1457,1072,1405-01-29,pe__pilgrim_drischler_StB_II_826,m,witness
1458,1072,1405-01-29,pe__thomas_prunner_StB_II_1072,m,witness
1459,1072,1405-01-29,pe__niklas_steindorffer_StB_II_1072,m,gewiesen
1460,1073,1405-01-29,pe__kunigunde_edeluoglin_StB_II_1073,f,weisend
1461,1073,1405-01-29,pe__niklas_edeluogl_StB_II_1073,m,weisend/other
1462,1073,1405-01-29,pe__konrad_gulher_StB_II_980,m,witness
1463,1073,1405-01-29,pe__gilg_lang_StB_II_1073,m,witness
1464,1073,1405-01-29,pe__katharina_wulderleinin_StB_II_1073,f,gewiesen
1465,1073,1405-01-29,pe__johann_wunderlein_StB_II_1073,m,gewiesen/other
1466,1074,1405-01-29,pe__niklas_vom_perg_StB_II_1074,m,weisend
1467,1074,1405-01-29,pe__thomas_strycz_StB_II_1074,m,witness
1468,1074,1405-01-29,pe__michael_pekch_StB_II_1074,m,witness
1469,1074,1405-01-29,pe__margarethe_poschinn_StB_II_1074,f,gewiesen
1470,1074,1405-01-29,pe__paul_lechner_StB_II_1074,m,gewiesen
1471,1079,1405-02-05,pe__gilg_vikar_StB_II_1079,m,weisend
1472,1079,1405-02-05,pe__simon_smyd_StB_II_1079,m,witness
1473,1079,1405-02-05,pe__michael_smyd_StB_II_1079,m,witness
1474,1079,1405-02-05,pe__heinrich_pynter_StB_II_1079,m,gewiesen
1475,1079,1405-02-05,pe__christine_von_ybbs_StB_II_1079,f,gewiesen
1476,1079,1405-02-05,pe__johann_von_ybbs_StB_II_1079,m,gewiesen/other
1477,1084,1405-02-10,pe__johann_rogk_StB_II_1084,m,weisend
1478,1084,1405-02-10,pe__heinrich_vecher_StB_II_1084,m,witness
1479,1084,1405-02-10,pe__martin_wachsgiesser_StB_II_1084,m,witness
1480,1084,1405-02-10,pe__margarethe_pawngartnerinn_StB_II_1084,f,gewiesen
1481,1084,1405-02-10,pe__katharina_im_vischof_StB_II_1084,f,gewiesen
1482,1084,1405-02-10,pe__michael_im_vischof_StB_II_1084,m,gewiesen/other
1483,1084,1405-02-10,pe__elisabeth_ledrerin_StB_II_1084,f,gewiesen
1484,1084,1405-02-10,pe__heinrich_ledrer_StB_II_1084,m,gewiesen/other
1485,1084,1405-02-10,pe__christoph_StB_II_1084,m,gewiesen
1486,1084,1405-02-10,pe__anna_menscheinin_StB_II_1084,f,gewiesen
1487,1084,1405-02-10,pe__peter_menschein_StB_II_1084,m,gewiesen/other
1488,1084,1405-02-10,pe__dorothea_von_tyrna_StB_II_1084,f,gewiesen
1489,1084,1405-02-10,pe__peter_von_tyrna_StB_II_1084,m,gewiesen/other
1490,1085,1405-02-10,pe__elisabeth_schusterin_StB_II_1085,f,weisend
1491,1085,1405-02-10,pe__johann_schuster_StB_II_1085,m,weisend/other
1492,1085,1405-02-10,pe__peter_von_forst_StB_II_1085,m,witness
1493,1085,1405-02-10,pe__peter_weydinger_StB_II_1085,m,witness
1494,1085,1405-02-10,pe__heinrich_sneyder_StB_II_1070,m,gewiesen
1495,1088,1405-02-07,pe__anna_plattnerin_StB_II_1088,f,weisend
1496,1088,1405-02-07,pe__berthold_plattner_StB_II_1088,m,weisend/other
1497,1088,1405-02-07,pe__christian_plattner_StB_II_1088,m,witness
1498,1088,1405-02-07,pe__jakob_marner_StB_II_1088,m,witness
1499,1088,1405-02-07,pe__friedrich_marner_StB_II_1088,m,witness/other
1500,1088,1405-02-07,pe__konrad_marner_StB_II_1088,m,gewiesen
1501,1092,1405-02-17,pe__johann_zigelprenner_StB_II_1092,m,weisend
1502,1092,1405-02-17,pe__georg_knarcz_StB_II_1092,m,witness
1503,1092,1405-02-17,pe__niklas_kramer_StB_II_1092,m,witness
1504,1092,1405-02-17,pe__margarethe_kellnerin_StB_II_1092,f,gewiesen
1505,1092,1405-02-17,pe__friedrich_kellner_StB_II_1092,m,gewiesen/other
1506,1092,1405-02-17,pe__johann_sumppringer_StB_II_1092,m,gewiesen
1507,1095,1405-02-26,pe__andreas_stolcz_StB_II_1095,m,weisend
1508,1095,1405-02-26,pe__friedrich_luger_StB_II_1095,m,witness
1509,1095,1405-02-26,pe__niklas_trubl_StB_II_1095,m,witness
1510,1095,1405-02-26,pe__anna_pechlin_StB_II_1095,f,gewiesen
1511,1095,1405-02-26,pe__niklas_pechl_StB_II_1095,m,gewiesen/other
1512,1095,1405-02-26,pe__margarethe_plachin_StB_II_1095,f,gewiesen
1513,1095,1405-02-26,pe__ulrich_plach_StB_II_1095,m,gewiesen/other
1514,1095,1405-02-26,pe__leopold_prunner_StB_II_1095,m,gewiesen
1515,1096,1405-02-26,pe__diemut_dunkchelin_StB_II_1096,f,weisend
1516,1096,1405-02-26,pe__ulrich_dunkchel_StB_II_1096,m,weisend/other
1517,1096,1405-02-26,pe__katharina_lindlin_StB_II_1096,f,weisend
1518,1096,1405-02-26,pe__peter_lindl_StB_II_1096,m,weisend/other
1519,1096,1405-02-26,pe__gilg_tuchbraitter_StB_II_1096,m,witness
1520,1096,1405-02-26,pe__peter_halbphaff_StB_II_1096,m,witness
1521,1096,1405-02-26,pe__bernhard_smalpayn_StB_II_1096,m,gewiesen
1522,1097,1405-02-26,pe__heinrich_wurm_StB_II_1097,m,weisend
1523,1097,1405-02-26,pe__niklas_ursprung_StB_II_1097,m,witness
1524,1097,1405-02-26,pe__philipp_knuphffer_StB_II_1097,m,witness
1525,1097,1405-02-26,pe__christine_eisnerin_StB_II_1097,f,gewiesen
1526,1097,1405-02-26,pe__johann_eisner_StB_II_1097,m,gewiesen/other
1527,1099,1405-03-10,pe__johann_gepp_StB_II_1099,m,weisend
1528,1099,1405-03-10,pe__niklas_gresl_StB_II_1099,m,witness
1529,1099,1405-03-10,pe__stephan_plaz_StB_II_1099,m,witness
1530,1099,1405-03-10,pe__kunigunde_fleischhakcherin_StB_II_1099,f,gewiesen
1531,1099,1405-03-10,pe__reicher_fleischhakcher_StB_II_1099,m,gewiesen/other
1532,1099,1405-03-10,pe__leopold_prunner_StB_II_1095,m,gewiesen
1533,1107,1405-03-17,pe__martin_spiltnaugner_StB_II_1107,m,weisend
1534,1107,1405-03-17,pe__jakob_drukcher_StB_II_780,m,witness
1535,1107,1405-03-17,pe__christian_vischer_StB_II_1107,m,witness
1536,1107,1405-03-17,pe__andreas_spiltnawgner_StB_II_1107,m,gewiesen
1537,1111,1405-03-17,pe__niklas_ryttentaler_StB_II_1111,m,weisend
1538,1111,1405-03-17,pe__johann_mullner_StB_II_1111,m,witness
1539,1111,1405-03-17,pe__simon_hantschuster_StB_II_1111,m,witness
1540,1111,1405-03-17,pe__christian_lechner_StB_II_1111,m,gewiesen/other
1541,1111,1405-03-17,pe__barbara_lechnerin_StB_II_1111,f,gewiesen
1542,1111,1405-03-17,pe__margarethe_lechnerin_StB_II_1111,f,gewiesen
1543,1111,1405-03-17,pe__christine_lechnerin_a_StB_II_1111,f,gewiesen
1544,1111,1405-03-17,pe__christine_lechnerin_b_StB_II_1111,f,gewiesen
1545,1111,1405-03-17,pe__martin_gutakcher_StB_II_1111,m,gewiesen
1546,1118,1405-04-02,pe__ulrich_plutmager_StB_II_1118,m,weisend
1547,1118,1405-04-02,pe__herlein_schebler_StB_II_1118,m,witness
1548,1118,1405-04-02,pe__peter_schonn_StB_II_1118,m,witness
1549,1118,1405-04-02,pe__margarethe_plutmagerin_StB_II_1118,f,gewiesen
1550,1118,1405-04-02,pe__johann_noter_StB_II_1118,m,gewiesen
1551,1122,1405-04-28,pe__georg_lanng_StB_II_1122,m,weisend
1552,1122,1405-04-28,pe__friedrich_tenter_StB_II_1122,m,witness
1553,1122,1405-04-28,pe__laurenz_ramsneyder_StB_II_1122,m,witness
1554,1122,1405-04-28,pe__margarethe_hopherinn_StB_II_1122,f,gewiesen
1555,1125,1405-05-02,pe__johann_pewgenslag_StB_I_350,m,weisend
1556,1125,1405-05-02,pe__georg_martpurk_StB_II_1125,m,witness
1557,1125,1405-05-02,pe__andreas_purger_StB_II_1125,m,witness
1558,1125,1405-05-02,pe__niklas_pewgenslag_StB_II_1125,m,gewiesen
1559,1125,1405-05-02,pe__heinrich_pewgenslag_StB_II_1125,m,gewiesen/other
1560,1126,1405-05-07,pe__gilg_rab_StB_II_1126,m,weisend
1561,1126,1405-05-07,pe__johann_rayd_StB_II_1126,m,weisend
1562,1126,1405-05-07,pe__johann_amptman_StB_II_1126,m,weisend
1563,1126,1405-05-07,pe__dietrich_wolff_StB_II_1126,m,witness
1564,1126,1405-05-07,pe__michael_wolf_StB_II_1126,m,witness
1565,1126,1405-05-07,pe__ulrich_rayd_StB_II_1126,m,gewiesen
1566,1127,1405-05-07,pe__margarethe_von_phetter_StB_II_1127,f,weisend
1567,1127,1405-05-07,pe__johann_von_phetter_StB_II_1127,m,weisend/other
1568,1127,1405-05-07,pe__ulrich_munsser_StB_II_1127,m,witness
1569,1127,1405-05-07,pe__johann_pyrpawmer_StB_II_1127,m,witness
1570,1127,1405-05-07,pe__agnes_pyrpawnerin_StB_II_1127,f,gewiesen
1571,1127,1405-05-07,pe__jakob_pyrpawmer_StB_II_1127,m,gewiesen/other
1572,1127,1405-05-07,pe__johann_springer_StB_II_1127,m,gewiesen
1573,1128,1405-05-07,pe__anna_pymrin_StB_II_1128,f,weisend
1574,1128,1405-05-07,pe__leb_goltslaher_StB_II_1128,m,witness
1575,1128,1405-05-07,pe__otto_goltslaher_StB_II_1128,m,witness
1576,1128,1405-05-07,pe__elisabeth_brunnerin_StB_II_1128,f,gewiesen
1577,1128,1405-05-07,pe__leopold_brunner_StB_II_1128,m,gewiesen/other
1578,1131,1405-05-07,pe__katharina_knollin_StB_II_1131,f,weisend
1579,1131,1405-05-07,pe__hermann_knoll_StB_II_1131,m,weisend/other
1580,1131,1405-05-07,pe__johann_ofen_StB_II_1131,m,witness
1581,1131,1405-05-07,pe__martin_swerfurben_StB_II_1131,m,witness
1582,1131,1405-05-07,pe__katharina_sweykerin_StB_I_344,f,gewiesen
1583,1131,1405-05-07,pe__stephan_sweyker_StB_I_344,m,gewiesen/other
1584,1151,1405-05-21,pe__ulrich_slosser_StB_II_1151,m,weisend
1585,1151,1405-05-21,pe__martin_ringkler_StB_II_1151,m,witness
1586,1151,1405-05-21,pe__martin_pheyffer_StB_II_1151,m,gewiesen
1587,1151,1405-05-21,pe__michael_chuntter_ii_StB_I_538,m,witness
1588,1160,1405-06-10,pe__niklas_perhart_StB_II_1160,m,weisend
1589,1160,1405-06-10,pe__witich_sneyder_StB_II_1160,m,witness
1590,1160,1405-06-10,pe__peter_reych_StB_II_1160,m,witness
1591,1160,1405-06-10,pe__ulrich_potl_StB_II_1160,m,gewiesen
1592,1162,1405-06-16,pe__katharina_graserin_StB_II_1162,f,weisend
1593,1162,1405-06-16,pe__johann_graser_StB_II_1162,m,weisend/other
1594,1162,1405-06-16,pe__peter_obeneinander_StB_II_1162,m,witness
1595,1162,1405-06-16,pe__niklas_gunschlein_StB_II_1162,m,witness
1596,1162,1405-06-16,pe__konrad_werrenstainer_StB_II_1162,m,gewiesen
1597,1162,1405-06-16,pe__ludwig_menntler_StB_II_1162,m,gewiesen
1598,1163,1405-06-16,pe__ulrich_rorman_StB_II_1163,m,weisend
1599,1163,1405-06-16,pe__fedey_gurtler_StB_II_1163,m,witness
1600,1163,1405-06-16,pe__siegfried_gurtler_StB_II_1163,m,witness
1601,1163,1405-06-16,pe__bernhard_koch_StB_II_1163,m,gewiesen
1602,1166,1405-06-22,pe__peter_rukchl_StB_II_1166,m,weisend
1603,1166,1405-06-22,pe__gilg_taschner_StB_II_1166,m,witness
1604,1166,1405-06-22,pe__johann_uker_StB_II_1166,m,witness
1605,1166,1405-06-22,pe__katharina_rukchlin_StB_II_1166,f,gewiesen/other
1606,1166,1405-06-22,pe__katharina_pekchin_StB_II_1166,f,gewiesen
1607,1166,1405-06-22,pe__weichart_pekch_StB_II_1166,m,gewiesen/other
1608,1166,1405-06-22,pe__margarethe_von_gars_StB_II_1166,f,gewiesen
1609,1166,1405-06-22,pe__ulrich_von_gars_StB_II_1166,m,gewiesen/other
1610,1172,1405-07-02,pe__niklas_swernchophff_StB_II_1172,m,weisend
1611,1172,1405-07-02,pe__johann_gruber_StB_II_1172,m,witness
1612,1172,1405-07-02,pe__konrad_gwer_StB_I_578,m,witness
1613,1172,1405-07-02,pe__margarethe_swernchopff_StB_II_1172,f,gewiesen
1614,1172,1405-07-02,pe__niklas_obrecht_StB_II_1172,m,gewiesen
1615,1172,1405-07-02,pe__konrad_rose_StB_II_1172,m,gewiesen
1616,1173,1405-07-02,pe__elisabeth_staynmeczin_StB_II_1173,f,weisend
1617,1173,1405-07-02,pe__konrad_staynmecz_StB_II_1173,m,weisend/other
1618,1173,1405-07-02,pe__ortolf_tischer_StB_II_1070,m,witness
1619,1173,1405-07-02,pe__ulrich_pynter_StB_II_1173,m,witness
1620,1173,1405-07-02,pe__katharina_mawrerin_StB_II_1173,f,gewiesen
1621,1173,1405-07-02,pe__johann_mawrer_StB_II_1173,m,gewiesen/other
1622,1173,1405-07-02,pe__elisabeth_rose_StB_II_1173,f,gewiesen
1623,1173,1405-07-02,pe__konrad_rose_StB_II_1172,m,gewiesen/other
1624,1174,1405-07-09,pe__eckart_jung_StB_II_1174,m,weisend
1625,1174,1405-07-09,pe__peter_schuler_StB_II_1174,m,witness
1626,1174,1405-07-09,pe__michael_pekch_StB_II_1174,m,witness
1627,1174,1405-07-09,pe__ulrich_potl_StB_II_1160,m,gewiesen
1628,1175,1405-07-21,pe__peter_etcher_StB_II_1175,m,weisend
1629,1175,1405-07-21,pe__dietrich_prenner_StB_II_1175,m,witness
1630,1175,1405-07-21,pe__niklas_prewss_StB_II_1175,m,witness
1631,1175,1405-07-21,pe__niklas_etcher_StB_II_1175,m,gewiesen
1632,1179,1405-08-04,pe__anna_dietmarin_StB_II_1179,f,weisend
1633,1179,1405-08-04,pe__johann_dietmar_StB_II_1179,m,weisend/other
1634,1179,1405-08-04,pe__andreas_kursner_StB_II_1179,m,witness
1635,1179,1405-08-04,pe__peter_roll_StB_II_1179,m,witness
1636,1179,1405-08-04,pe__agnes_grossin_StB_II_1179,f,gewiesen
1637,1179,1405-08-04,pe__andreas_gross_StB_II_1179,m,gewiesen/other
1638,1179,1405-08-04,pe__georg_vikar_StB_II_1179,m,gewiesen
1639,1183,1405-08-06,pe__georg_drosendorffer_StB_II_1183,m,weisend
1640,1183,1405-08-06,pe__andreas_pawngartenperger_StB_II_1183,m,witness
1641,1183,1405-08-06,pe__niklas_neschlein_StB_II_1183,m,witness
1642,1183,1405-08-06,pe__katharina_naterin_StB_II_1183,f,gewiesen
1643,1183,1405-08-06,pe__johann_nater_StB_II_1183,m,gewiesen/other
1644,1188,1405-08-18,pe__agnes_strasserin_StB_II_1188,f,weisend
1645,1188,1405-08-18,pe__johann_strasser_StB_II_1188,m,weisend/other
1646,1188,1405-08-18,pe__ortolf_grefenawer_StB_II_1188,m,witness
1647,1188,1405-08-18,pe__niklas_newchum_StB_II_1188,m,witness
1648,1188,1405-08-18,pe__michael_ebner_StB_II_1188,m,gewiesen
1649,1190,1405-08-22,pe__anna_von_liesinkk_StB_II_1190,f,weisend
1650,1190,1405-08-22,pe__michael_von_liesinkk_StB_II_1190,m,weisend/other
1651,1190,1405-08-22,pe__konrad_bei_dem_goczakcher_StB_II_1190,m,witness
1652,1190,1405-08-22,pe__otto_hakcher_StB_I_267,m,witness
1653,1190,1405-08-22,pe__heinrich_leytgeb_StB_II_1190,m,gewiesen
1654,1190,1405-08-22,pe__anna_leytgebin_StB_II_1190,f,gewiesen
1655,1195,1405-08-27,pe__johann_hawer_StB_II_1195,m,weisend
1656,1195,1405-08-27,pe__niklas_hawer_StB_II_1195,m,gewiesen
1657,1195,1405-08-27,pe__johann_hohenawer_StB_I_348,m,witness
1658,1195,1405-08-27,pe__michael_koch_StB_II_1195,m,witness
1659,1195,1405-08-27,pe__martin_pfeiffer_StB_II_1195,m,gewiesen
1660,1196,1405-08-27,pe__stephan_rayer_StB_II_1196,m,weisend
1661,1196,1405-08-27,pe__heinrich_eisner_StB_II_1196,m,witness
1662,1196,1405-08-27,pe__otto_hakcher_StB_I_267,m,witness
1663,1196,1405-08-27,pe__adam_rayer_StB_II_1196,m,gewiesen
1664,1197,1405-09-03,pe__katharina_gebliczer_StB_II_1197,f,weisend
1665,1197,1405-09-03,pe__albrecht_gebliczer_StB_II_1197,m,weisend/other
1666,1197,1405-09-03,pe__niklas_pinter_StB_II_1197,m,witness
1667,1197,1405-09-03,pe__niklas_pinter_ii_StB_II_1197,m,witness
1668,1197,1405-09-03,pe__gisela_harberin_StB_II_1197,f,gewiesen
1669,1197,1405-09-03,pe__johann_harber_StB_II_1197,m,gewiesen/other
1670,1203,1405-09-15,pe__dorothea_herleichin_StB_II_1203,f,weisend
1671,1203,1405-09-15,pe__thomas_herleich_StB_II_1203,m,weisend/other
1672,1203,1405-09-15,pe__niklas_ziegelprenner_StB_II_1203,m,witness
1673,1203,1405-09-15,pe__georg_pazfayler_StB_II_1203,m,witness
1674,1203,1405-09-15,pe__leopold_furer_StB_II_1203,m,gewiesen
1675,1203,1405-09-15,pe__christine_furerin_StB_II_1203,f,gewiesen
1676,1203,1405-09-15,pe__adam_rayer_StB_II_1196,m,gewiesen
1677,1204,1405-09-15,pe__berthold_schuczenmaister_StB_II_1204,m,weisend
1678,1204,1405-09-15,pe__konrad_ramperstorffer_StB_II_1204,m,witness
1679,1204,1405-09-15,pe__heinrich_eisner_StB_II_1196,m,witness
1680,1204,1405-09-15,pe__leopold_weyler_StB_II_1204,m,witness
1681,1204,1405-09-15,pe__anna_eslarnin_StB_II_1204,f,gewiesen
1682,1204,1405-09-15,pe__katharina_StB_II_1204,f,gewiesen/other
1683,1204,1405-09-15,pe__niklas_von_eslarn_StB_I_509,m,gewiesen
1684,1206,1405-09-19,pe__elisabeth_poglin_StB_II_1206,f,weisend
1685,1206,1405-09-19,pe__georg_pogl_StB_II_1206,m,weisend/other
1686,1206,1405-09-19,pe__martin_herlein_StB_II_1206,m,witness
1687,1206,1405-09-19,pe__heinrich_chewnspiez_StB_II_1206,m,witness
1688,1206,1405-09-19,pe__anna_schonknechtin_StB_II_1206,f,gewiesen
1689,1206,1405-09-19,pe__johann_schonknecht_StB_II_1206,m,gewiesen/other
1690,1212,1405-10-19,pe__johann_venkch_StB_II_1212,,weisend
1691,1212,1405-10-19,pe__anna_venkchin_StB_II_1212,f,weisend/rep
1692,1212,1405-10-19,pe__urban_holczcheuffel_StB_II_1212,m,weisend
1693,1212,1405-10-19,pe__margarethe_holczcheuffelin_StB_II_1212,f,weisend/other
1694,1212,1405-10-19,pe__michael_wurffel_StB_II_1212,m,witness
1695,1212,1405-10-19,pe__wolfhard_von_gerestorff_StB_II_1212,m,witness
1696,1212,1405-10-19,pe__johann_turs_StB_II_1212,m,witness
1697,1212,1405-10-19,pe__ursula_wurfellin_StB_II_1212,f,gewiesen
1698,1212,1405-10-19,pe__niklas_wurffel_StB_II_1212,m,gewiesen/other
1699,1212,1405-10-19,pe__anna_apothekerin_StB_II_1212,f,gewiesen
1700,1212,1405-10-19,pe__matthias_apotheker_StB_II_1212,m,gewiesen/other
1701,1216,1405-11-05,pe__niklas_hawswirt_StB_II_1216,m,weisend
1702,1216,1405-11-05,pe__georg_hintenaws_StB_II_1216,m,witness
1703,1216,1405-11-05,pe__niklas_unger_StB_II_1216,m,witness
1704,1216,1405-11-05,pe__anna_syndramin_StB_II_1216,f,gewiesen
1705,1216,1405-11-05,pe__simon_syndram_StB_II_1216,m,gewiesen/other
1706,1218,1405-11-05,pe__elisabeth_kunigwiserin_StB_II_1218,f,weisend
1707,1218,1405-11-05,pe__johann_kunigwiser_StB_II_1218,m,weisend/other
1708,1218,1405-11-05,pe__ulrich_von_wirczburg_StB_II_1218,m,witness
1709,1218,1405-11-05,pe__georg_von_steyr_StB_II_1218,m,witness
1710,1218,1405-11-05,pe__albrecht_von_der_freynstat_StB_II_1218,m,gewiesen
1711,1221,1405-11-05,pe__dorothea_gukkenhaubtin_StB_II_1221,f,weisend
1712,1221,1405-11-05,pe__konrad_gukkenhaubt_StB_II_1221,m,weisend/other
1713,1221,1405-11-05,pe__niklas_weiss_StB_II_1221,m,witness
1714,1221,1405-11-05,pe__ulrich_tresmaurer_StB_II_1221,m,witness
1715,1221,1405-11-05,pe__georg_dreschler_StB_II_1221,m,gewiesen
1716,1221,1405-11-05,pe__margarethe_StB_II_1221,f,gewiesen
1717,1223,1405-11-05,pe__johann_heberler_StB_II_1223,m,weisend
1718,1223,1405-11-05,pe__niklas_chalpfel_StB_II_979,m,witness
1719,1223,1405-11-05,pe__heinrich_yrcher_StB_II_1223,m,witness
1720,1223,1405-11-05,pe__anna_phendl_StB_II_1223,f,gewiesen
1721,1223,1405-11-05,pe__konrad_pfendl_StB_II_1223,m,gewiesen/other
1722,1240,1406-01-11,pe__margarethe_rastenbergerin_ii_StB_III_1240,f,weisend
1723,1240,1406-01-11,pe__jakob_rastenberger_StB_III_1240,m,weisend/other
1724,1240,1406-01-11,pe__philipp_vasczieher_StB_II_759,m,witness
1725,1240,1406-01-11,pe__stephan_chalbshaupt_StB_III_1240,m,witness
1726,1240,1406-01-11,pe__margarethe_rastenbergerin_StB_III_1240,f,gewiesen
1727,1240,1406-01-11,pe__katharina_seuberleichin_StB_II_888,f,gewiesen
1728,1240,1406-01-11,pe__stephan_seuberleich_StB_II_888,m,gewiesen/other
1729,1251,1406-01-26,pe__johann_lukchner_StB_III_1251,m,weisend
1730,1251,1406-01-26,pe__ulrich_potl_StB_III_1251,m,weisend
1731,1251,1406-01-26,pe__philipp_haydn_StB_III_1251,m,witness
1732,1251,1406-01-26,pe__stephan_smyd_StB_III_1251,m,witness
1733,1251,1406-01-26,pe__johann_veyter_StB_III_1251,m,gewiesen
1734,1264,1406-02-27,pe__ulrich_von_chollnprunn_StB_III_1264,m,gewiesen
1735,1264,1406-02-27,pe__konrad_spilman_StB_III_1264,m,weisend
1736,1264,1406-02-27,pe__ulrich_spilman_StB_III_1264,m,weisend
1737,1264,1406-02-27,pe__meinhard_spilman_StB_III_1264,m,weisend
1738,1264,1406-02-27,pe__konrad_maczner_StB_III_1264,m,weisend
1739,1264,1406-02-27,pe__katharina_macznerin_StB_III_1264,f,weisend/rep
1740,1264,1406-02-27,pe__peter_tuchscherer_StB_III_1264,m,weisend
1741,1264,1406-02-27,pe__agnes_tuchschererin_StB_III_1264,f,weisend/rep
1742,1264,1406-02-27,pe__michael_pogner_StB_III_1264,m,weisend
